city,date,fare,ride_id
New Kimberlyborough,29-04-19 7:38,9.08,3.17E+12
Hurleymouth,24-03-19 12:04,8.77,8.27E+12
North Barbara,01-04-19 0:20,31.72,9.79E+12
West Angela,22-02-19 2:22,19.44,3.79E+12
Karenside,15-03-19 15:11,31.89,5.44E+12
South Phillip,01-05-19 23:05,38.46,3.44E+12
South Karenland,08-05-19 11:38,19.77,7.84E+12
Royland,21-02-19 22:19,5.95,8.42E+12
South Phillip,20-01-19 17:35,24,7.34E+12
South Phillip,02-05-19 1:04,24.23,1.23E+11
West Gabriel,09-03-19 4:39,14.41,8.74E+12
South Karenland,14-01-19 2:07,24.71,8.61E+12
Robertport,27-04-19 10:55,11.42,9.23E+12
Roberthaven,12-02-19 7:58,37,4.70E+12
West Christopherberg,11-01-19 21:37,44.76,2.74E+12
Robertport,21-03-19 5:48,8.2,3.40E+12
West Anthony,07-02-19 16:55,33.51,4.16E+12
New Kimberlyborough,09-02-19 13:28,6.43,6.45E+12
Loganberg,02-02-19 23:09,7.12,1.27E+12
West Samuelburgh,11-01-19 1:36,25.07,1.51E+11
New Kimberlyborough,24-04-19 18:35,28.87,7.94E+12
Roberthaven,25-04-19 14:14,22.75,7.37E+12
Barajasview,03-04-19 15:25,44.15,9.60E+12
Royland,22-02-19 22:46,10.19,8.90E+12
Rogerston,14-03-19 14:43,10.29,7.43E+12
Christopherfurt,12-02-19 14:24,11.7,8.49E+12
West Gabriel,20-02-19 6:07,8.44,6.91E+12
South Karenland,18-04-19 13:07,8.56,7.56E+12
Williamsview,26-04-19 0:30,20.89,2.57E+12
Deanville,05-03-19 9:44,42.79,3.62E+12
West Samuelburgh,16-01-19 3:43,14.93,5.02E+11
North Barbara,14-02-19 11:29,4.11,7.68E+12
Christopherfurt,10-03-19 7:36,22.65,5.00E+12
Jerryton,01-02-19 16:39,37.7,9.58E+12
South Latoya,09-02-19 20:42,12.17,9.01E+12
South Latoya,04-03-19 12:20,5.04,9.88E+12
West Gabriel,17-03-19 4:22,15.95,9.30E+12
Lake Jonathanshire,23-01-19 21:43,21.11,7.71E+12
North Jasmine,10-02-19 20:19,31.38,4.75E+12
Raymondhaven,15-04-19 12:15,6.74,6.81E+12
Port Johnbury,25-03-19 2:17,41.61,8.06E+12
North Barbara,17-01-19 18:14,18.27,3.78E+11
New Kimberlyborough,27-01-19 14:49,23.09,5.58E+12
Carriemouth,26-02-19 5:24,19.05,1.95E+12
West Samuelburgh,05-02-19 21:02,31.94,6.73E+12
Martinezhaven,17-02-19 21:48,34.27,2.34E+11
North Barbara,30-04-19 5:22,28.89,3.28E+12
Valentineton,08-02-19 19:05,36.23,6.67E+12
West Robert,09-02-19 5:16,26.1,18586563147
Roberthaven,07-04-19 16:53,13.4,4.90E+12
West Gabriel,20-04-19 5:31,23.69,4.91E+12
Karenberg,18-02-19 19:28,44.08,7.22E+12
Rogerston,08-03-19 3:46,17.81,8.56E+12
West Angela,12-01-19 1:55,20.46,5.24E+12
New Kimberlyborough,01-04-19 12:09,10.76,9.13E+12
Justinberg,20-02-19 15:05,31.31,9.20E+12
South Michelleport,02-01-19 0:56,37.34,7.66E+12
South Evanton,11-01-19 11:02,39.99,9.39E+12
Johnton,11-04-19 13:41,33.12,7.23E+12
Grahamburgh,03-04-19 13:27,5.09,8.56E+12
Rogerston,16-02-19 2:04,20.64,8.15E+12
South Karenland,21-04-19 11:42,7.44,3.55E+12
North Barbara,08-03-19 9:24,29.15,96327208793
Jerryton,20-03-19 1:28,15.37,9.32E+11
West Christopherberg,25-04-19 6:22,35.39,7.48E+12
South Jack,13-02-19 9:20,32.64,8.81E+11
Port Samanthamouth,28-01-19 23:59,15.49,3.27E+12
New Paulton,29-03-19 19:12,43.79,7.07E+12
Carriemouth,18-04-19 17:01,37.63,7.74E+12
North Jasmine,27-02-19 1:34,35.31,9.25E+12
Rogerston,16-01-19 8:38,31.34,1.32E+11
Port David,03-02-19 1:11,21.2,5.71E+11
Williamsview,11-04-19 20:41,33.68,2.74E+12
South Evanton,26-04-19 4:37,42.99,4.02E+12
South Evanton,25-03-19 15:50,23.48,4.60E+12
Port David,07-04-19 23:44,39.51,5.96E+12
West Christopherberg,08-02-19 23:04,14.22,3.73E+12
New Paulton,19-03-19 23:42,40.2,8.20E+12
Leahton,04-02-19 8:07,15.37,9.59E+12
Valentineton,28-04-19 9:10,5.73,2.11E+11
Port David,14-03-19 9:28,9.22,3.64E+12
West Robert,12-02-19 1:20,14.8,8.06E+12
Valentineton,02-01-19 1:46,34.79,6.36E+12
Port Johnbury,20-02-19 4:27,27.1,3.56E+12
Richardfort,04-03-19 22:13,14.83,9.47E+12
Karenberg,08-01-19 13:51,9.5,1.45E+12
West Robert,14-03-19 15:25,18.28,4.58E+12
New Paulville,15-02-19 23:58,28.18,2.04E+12
West Patrickchester,03-05-19 1:24,44.85,9.42E+12
Loganberg,03-04-19 9:30,5.16,9.23E+12
Pattyland,02-05-19 20:17,4.23,1.66E+11
West Christopherberg,20-02-19 15:23,26.9,1.24E+12
Leahton,05-02-19 18:06,8.38,5.90E+12
Richardfort,28-03-19 19:33,7.75,5.54E+12
West Anthony,11-03-19 12:23,41.37,1.13E+12
East Kaylahaven,17-04-19 0:28,41.19,6.32E+11
Williamsstad,01-04-19 17:37,16.83,1.52E+12
South Phillip,12-02-19 22:04,23.69,3.67E+12
West Samuelburgh,18-01-19 10:57,16.96,3.94E+12
Royland,24-03-19 10:24,10.05,2.96E+12
Justinberg,24-01-19 10:16,8.83,1.86E+12
Karenberg,30-01-19 10:51,8.79,3.83E+12
North Markport,09-04-19 14:55,20.23,2.58E+12
Roberthaven,17-03-19 14:48,26.71,9.35E+12
Royland,11-01-19 14:23,43.07,7.58E+11
Hurleymouth,31-01-19 2:49,19.23,9.54E+12
Roberthaven,22-04-19 4:12,31.29,4.10E+12
Grahamburgh,16-03-19 10:03,30.66,4.74E+12
Johnton,26-04-19 17:02,4.63,3.44E+12
Huntermouth,07-05-19 8:47,25.83,9.62E+11
Pattyland,19-03-19 20:41,18.17,9.39E+12
West Robert,16-04-19 16:16,25.65,3.60E+12
Leahton,13-04-19 10:54,18.25,6.16E+12
Port Frank,18-04-19 0:39,33.73,2.26E+12
Port Frank,28-02-19 7:39,33.83,1.26E+12
West Josephberg,08-03-19 21:57,9.54,8.12E+12
Grahamburgh,08-02-19 13:28,10.63,3.65E+12
Williamsstad,06-05-19 19:34,26.43,8.99E+12
North Barbara,27-03-19 9:44,33.4,5.62E+12
South Phillip,17-04-19 18:42,42.3,1.30E+12
Erikaland,05-02-19 4:51,14.13,9.88E+12
Port Samanthamouth,19-01-19 19:54,38.58,2.63E+12
North Jasmine,21-04-19 15:15,5.31,2.98E+12
West Gabriel,27-04-19 0:34,37.74,7.64E+12
Rodneyfort,06-02-19 11:01,27.87,9.79E+12
New Paulton,27-04-19 23:26,19.06,2.00E+11
Hurleymouth,22-04-19 2:31,9.14,5.56E+12
South Phillip,02-03-19 7:23,30.62,4.98E+12
West Ericstad,25-01-19 20:18,23.27,2.13E+12
Port Samanthamouth,20-03-19 5:48,36.7,8.19E+11
West Josephberg,17-01-19 5:32,7.87,2.30E+12
Port Angela,10-03-19 19:24,43.18,1.89E+12
West Gabriel,25-04-19 14:28,10.86,8.50E+12
Hurleymouth,15-02-19 2:10,42.61,9.95E+12
Jerryton,18-04-19 6:08,42.8,2.66E+12
Lake Danielberg,09-02-19 19:09,10.62,9.24E+12
South Phillip,14-01-19 18:26,41.66,2.77E+12
West Robert,28-03-19 15:00,35.88,2.85E+12
New Kimberlyborough,28-04-19 12:48,33.35,9.50E+12
New Paulville,02-05-19 18:20,12.08,6.16E+11
West Josephberg,30-04-19 14:45,40.08,5.41E+12
Erikaland,17-03-19 16:51,39.58,6.42E+12
North Madeline,08-04-19 20:26,25.79,9.44E+12
West Heidi,06-04-19 21:40,23.41,9.79E+12
Reynoldsfurt,02-02-19 2:52,29.07,1.86E+12
South Latoya,18-01-19 6:04,5.69,7.01E+11
Amandaburgh,07-03-19 2:26,18.76,3.42E+12
West Josephberg,20-01-19 1:27,38.39,4.40E+12
Lake Jonathanshire,29-01-19 0:19,41.05,6.65E+12
West Anthony,18-04-19 23:10,31.16,8.48E+12
Raymondhaven,06-04-19 13:52,30.36,8.73E+12
Hurleymouth,11-01-19 12:59,37.44,7.88E+12
Roberthaven,28-01-19 10:23,21.72,7.33E+12
New Paulville,29-04-19 23:05,14.59,3.63E+12
Robertport,26-03-19 22:47,13.34,5.45E+12
Port Frank,19-01-19 13:08,4.86,5.08E+12
Rogerston,26-03-19 4:27,13.97,2.82E+12
Liumouth,16-01-19 21:55,6.02,3.85E+12
Lake Danielberg,21-01-19 12:52,14.09,9.57E+12
West Josephberg,21-03-19 15:44,6.13,2.30E+12
Leahton,15-01-19 2:30,21.95,1.80E+12
Huntermouth,03-04-19 7:02,29.88,8.97E+12
Lake Danielberg,03-05-19 15:35,19.97,5.54E+11
Loganberg,21-02-19 13:09,7.49,6.41E+11
North Madeline,16-02-19 15:06,37.75,1.45E+12
Hurleymouth,09-04-19 9:17,20.31,2.51E+12
Port Johnbury,30-03-19 20:43,19.48,5.14E+12
Royland,07-05-19 14:58,36.22,2.54E+12
Richardfort,14-02-19 3:27,44.11,2.50E+12
Johnton,25-01-19 13:17,28.14,7.11E+12
North Jason,12-04-19 6:19,33.12,1.71E+12
South Phillip,05-01-19 17:50,41.55,8.83E+12
Reynoldsfurt,21-01-19 16:07,25.19,1.03E+12
West Ericstad,12-04-19 12:08,27.69,4.57E+12
Richardfort,27-04-19 11:59,30.31,6.11E+12
West Heidi,22-04-19 0:38,8.89,5.41E+12
Johnton,04-03-19 10:30,36.76,3.27E+12
West Angela,02-01-19 9:28,19.81,9.74E+12
Leahton,28-02-19 20:02,31.01,2.12E+12
Johnton,11-04-19 14:40,16.63,7.25E+12
Port David,21-01-19 2:29,32.92,8.58E+11
New Kimberlyborough,01-04-19 4:31,35.11,8.28E+12
Port Frank,26-02-19 5:03,25.18,7.28E+12
Barajasview,24-01-19 5:58,9.21,1.84E+12
South Phillip,21-04-19 10:31,32.85,2.75E+12
North Jasmine,03-04-19 13:15,19.66,9.21E+12
New Kimberlyborough,13-03-19 9:48,14.84,1.84E+12
North Jasmine,05-01-19 16:39,26.72,3.67E+12
Reynoldsfurt,13-02-19 10:29,7.43,5.24E+12
North Barbara,05-05-19 15:15,38.15,2.56E+11
South Karenland,23-04-19 9:19,12.34,9.19E+12
North Jasmine,17-04-19 7:34,22.41,4.20E+12
East Kaylahaven,16-02-19 21:02,34.42,8.00E+12
West Samuelburgh,07-03-19 20:34,34.22,1.13E+12
Richardfort,03-03-19 11:57,11.42,2.92E+12
West Heidi,19-02-19 21:08,7.64,8.97E+12
Raymondhaven,08-05-19 4:39,18.45,1.81E+12
North Markport,29-04-19 11:39,19.8,1.84E+12
New Paulton,17-02-19 8:20,37.44,7.43E+12
Karenside,25-01-19 3:33,19.6,4.72E+12
South Jack,03-03-19 9:00,29.88,2.15E+12
South Michelleport,20-01-19 5:30,34.72,6.39E+12
North Jason,01-04-19 14:43,40.45,1.10E+12
Joneschester,26-01-19 19:19,13.77,6.68E+12
Amandaburgh,02-01-19 9:57,33.06,6.33E+12
North Jason,28-03-19 18:03,42.75,4.27E+12
Roberthaven,28-01-19 22:09,28.11,6.23E+12
South Karenland,13-02-19 3:55,24.16,3.27E+12
Rogerston,23-01-19 18:16,21.64,3.85E+12
Robertport,14-02-19 4:42,18.38,9.07E+12
West Samuelburgh,06-01-19 13:23,11.01,73344113439
New Paulton,06-04-19 16:21,38.8,8.52E+12
Port Johnbury,12-04-19 3:43,8.42,39663640391
South Karenland,03-05-19 16:09,19.69,2.54E+12
Liumouth,22-03-19 20:35,39.96,6.16E+12
South Evanton,29-04-19 13:54,5.16,3.15E+11
Huntermouth,20-04-19 9:38,23.65,3.50E+12
Simpsonburgh,26-04-19 22:20,29.22,4.45E+12
Valentineton,17-02-19 5:51,21.74,4.88E+12
Deanville,12-01-19 7:32,39.45,4.20E+11
South Karenland,27-04-19 16:20,6.62,9.44E+12
Lake Jonathanshire,22-03-19 14:33,18.72,4.68E+12
East Kaylahaven,01-03-19 15:07,23.45,3.22E+12
Port David,12-04-19 5:32,35.51,2.99E+12
West Gabriel,30-01-19 15:37,25.64,3.46E+12
South Evanton,13-02-19 16:46,44.33,3.93E+12
Richardfort,13-01-19 10:08,25.81,9.11E+12
North Madeline,04-04-19 6:42,25.38,6.91E+12
South Evanton,06-04-19 16:41,9.3,1.04E+12
Royland,18-02-19 2:03,8.32,5.21E+12
Hurleymouth,07-01-19 15:53,20.01,4.46E+12
West Anthony,08-04-19 6:21,20.83,9.58E+12
Martinezhaven,14-02-19 2:51,27.16,2.20E+12
North Jasmine,21-01-19 21:00,33.06,4.26E+12
Carriemouth,15-04-19 8:00,40.03,2.67E+12
Lake Scottton,21-01-19 4:20,21.81,2.94E+11
Hurleymouth,17-01-19 17:07,24.86,9.30E+12
North Barbara,17-03-19 17:07,6.12,5.48E+12
Royland,23-04-19 1:14,40.39,3.39E+11
North Jason,12-01-19 19:19,9.97,8.00E+12
West Ericstad,27-01-19 4:30,29.05,7.60E+12
Joneschester,13-03-19 6:10,27.79,1.26E+12
North Madeline,03-05-19 0:07,16.44,2.12E+11
Loganberg,18-02-19 11:58,23.98,9.37E+12
West Patrickchester,07-04-19 17:41,33.9,3.86E+12
Justinberg,04-04-19 23:19,19.38,3.73E+12
Lake Jonathanshire,16-04-19 20:26,32.47,1.01E+12
Karenside,04-03-19 20:36,25.21,9.11E+12
North Madeline,04-02-19 18:56,9.84,9.48E+12
West Josephberg,30-03-19 1:27,25.19,7.58E+12
West Christopherberg,01-05-19 12:39,39.8,5.35E+12
Lake Scottton,19-04-19 21:32,37.67,5.49E+12
Simpsonburgh,04-05-19 11:41,33.11,2.86E+12
South Karenland,23-01-19 5:56,22.54,9.07E+11
South Evanton,26-02-19 6:48,7.81,7.42E+11
New Paulville,02-01-19 20:52,33.08,2.37E+12
Carriemouth,08-03-19 9:53,37.81,7.35E+12
North Madeline,01-03-19 4:34,20.8,1.58E+12
West Heidi,17-01-19 9:28,24.19,8.80E+12
Amandaburgh,13-01-19 16:04,23.35,9.98E+12
Valentineton,06-03-19 4:48,38.88,2.76E+12
South Phillip,23-03-19 16:36,40.07,2.31E+12
West Angela,22-02-19 4:05,23.09,5.99E+12
Erikaland,25-04-19 11:18,34.05,5.67E+12
Loganberg,23-04-19 9:19,32.4,2.45E+12
West Heidi,01-01-19 5:23,10.75,6.57E+12
South Michelleport,27-01-19 13:10,30.16,3.95E+12
Christopherfurt,15-03-19 10:22,34.09,1.26E+12
North Markport,06-04-19 2:16,18.15,7.27E+12
West Anthony,10-02-19 9:16,38.54,8.95E+12
South Phillip,16-04-19 22:02,24.63,7.86E+12
South Phillip,07-01-19 2:17,6.54,1.98E+11
Williamsview,02-03-19 22:23,25.15,5.05E+12
Port Frank,05-01-19 18:22,35.35,1.92E+12
West Angela,18-03-19 15:57,13.06,7.21E+12
Liumouth,14-04-19 14:58,25.28,7.89E+12
Port Frank,03-05-19 20:22,21.11,9.06E+12
Jerryton,04-03-19 14:14,22.91,3.50E+12
Richardfort,06-03-19 12:53,8.28,5.13E+12
Lake Danielberg,14-01-19 22:04,24.14,7.96E+12
South Evanton,17-01-19 2:00,34.55,3.37E+12
Williamsview,25-01-19 0:47,41.17,4.84E+12
South Jack,29-01-19 20:13,43.12,6.05E+12
Justinberg,13-02-19 23:56,10.18,3.14E+12
Liumouth,29-04-19 6:57,23.99,8.19E+11
South Jack,09-01-19 20:31,21.13,6.06E+12
South Michelleport,29-03-19 8:33,11.06,9.98E+12
Hurleymouth,23-02-19 1:34,31.97,1.99E+12
West Samuelburgh,22-02-19 22:11,17.35,3.94E+12
North Barbara,09-04-19 17:12,6.68,2.54E+12
Royland,20-01-19 12:13,6.66,4.29E+12
Lake Scottton,08-04-19 11:19,44.03,9.05E+12
Raymondhaven,30-04-19 19:54,29.84,7.63E+12
Lake Scottton,08-05-19 13:10,18.04,5.62E+12
Martinezhaven,07-05-19 5:55,6.89,3.27E+12
Lake Scottton,08-02-19 17:29,34.95,7.93E+12
Richardfort,05-02-19 16:12,42.22,4.05E+12
West Josephberg,11-04-19 3:53,18.65,6.03E+12
New Paulville,05-03-19 15:43,23.75,9.56E+12
South Phillip,07-05-19 2:52,36.51,2.37E+12
South Karenland,22-03-19 4:17,15.54,1.31E+12
Valentineton,22-01-19 2:15,17.74,6.35E+12
South Evanton,07-05-19 12:30,34.03,3.18E+12
Pattyland,19-04-19 12:57,4.55,6.86E+12
Port Samanthamouth,15-03-19 9:03,5.62,6.91E+12
East Kaylahaven,11-01-19 10:41,8.02,9.78E+12
North Madeline,27-02-19 11:42,36.87,9.53E+12
Richardfort,04-04-19 15:04,16.35,6.08E+12
South Michelleport,11-02-19 8:12,28.03,3.13E+12
Port Johnbury,21-01-19 5:10,32.68,2.77E+11
Liumouth,18-01-19 15:26,20.68,9.85E+11
South Evanton,08-04-19 1:01,5.62,1.34E+12
Richardfort,05-03-19 16:00,4.85,3.29E+12
New Jacobville,07-02-19 11:07,26.09,3.52E+12
East Kaylahaven,04-02-19 2:25,38.13,2.89E+12
Williamsstad,20-01-19 18:47,18.79,5.02E+12
Lake Jonathanshire,11-04-19 19:49,25.92,8.53E+12
Port Samanthamouth,25-04-19 3:29,9.44,4.79E+12
South Karenland,30-03-19 1:56,20.21,2.90E+12
West Christopherberg,10-03-19 22:42,7.98,5.73E+12
Lake Scottton,29-03-19 13:33,35.36,3.71E+12
East Kaylahaven,24-01-19 16:52,31.4,7.43E+12
Raymondhaven,04-04-19 6:46,41.45,2.89E+12
Port Frank,19-03-19 15:21,22.63,9.91E+12
New Paulville,24-04-19 2:25,13.32,8.56E+12
Karenberg,30-04-19 21:38,5.7,7.64E+12
Barajasview,24-03-19 6:34,12.24,7.67E+11
North Jason,10-02-19 6:34,25.36,8.59E+12
Barajasview,18-04-19 8:44,12.35,6.12E+12
New Kimberlyborough,03-04-19 20:23,33.74,6.33E+12
West Samuelburgh,31-01-19 17:10,9.67,8.85E+12
West Heidi,21-03-19 0:26,9.06,6.62E+12
Port Frank,16-01-19 22:42,11.97,8.71E+12
West Samuelburgh,08-04-19 12:38,14.52,2.48E+12
West Gabriel,01-05-19 4:34,8.67,4.26E+11
Loganberg,18-04-19 11:16,16.36,4.73E+12
West Josephberg,07-05-19 10:11,29.66,2.62E+11
South Michelleport,02-02-19 11:56,12.77,1.41E+12
Christopherfurt,14-04-19 3:24,39.91,2.53E+11
Justinberg,14-04-19 23:08,7.75,8.86E+12
South Michelleport,12-03-19 9:06,25.1,7.11E+12
West Angela,10-04-19 17:06,31.03,3.52E+12
South Karenland,02-02-19 14:50,10.54,4.51E+12
Carriemouth,04-05-19 10:28,41.54,1.10E+12
Pattyland,09-01-19 8:20,41.04,3.53E+12
West Samuelburgh,04-03-19 12:38,28.18,9.68E+12
North Barbara,03-02-19 23:57,11.54,5.81E+12
Jerryton,20-02-19 18:45,28.24,4.15E+12
Leahton,06-03-19 20:26,14.87,3.84E+12
North Jasmine,06-02-19 19:23,9.12,3.93E+12
South Karenland,03-01-19 6:18,39.16,5.49E+12
Grahamburgh,19-03-19 14:30,33.14,4.38E+12
West Robert,29-03-19 4:22,17.53,8.34E+12
Williamsview,18-02-19 2:31,18.75,4.15E+12
Barajasview,04-01-19 9:32,12.25,1.66E+12
Williamsview,01-01-19 14:40,5.42,5.68E+12
West Ericstad,05-02-19 15:30,30.89,2.46E+12
Lake Danielberg,05-01-19 17:44,28.79,9.79E+12
Barajasview,29-03-19 1:02,29.55,3.84E+12
Liumouth,03-03-19 5:13,26.6,4.28E+12
West Patrickchester,06-03-19 0:02,31.33,2.57E+12
Lake Scottton,13-01-19 13:34,24.81,3.96E+11
Liumouth,04-01-19 21:06,34.77,8.50E+12
Williamsstad,03-01-19 10:03,17.16,28294640252
Lake Danielberg,04-02-19 17:32,24.49,8.60E+11
Justinberg,28-02-19 21:39,14.4,1.13E+12
Jerryton,07-03-19 5:24,15.82,8.11E+12
New Jacobville,12-03-19 14:47,28.12,3.35E+12
Loganberg,03-01-19 6:49,34.42,2.38E+11
West Patrickchester,02-03-19 20:29,25.28,8.92E+12
South Evanton,02-01-19 6:55,16.96,9.41E+12
North Markport,04-05-19 15:30,28.93,1.47E+12
Port Angela,02-04-19 22:13,25.84,8.02E+12
Richardfort,14-04-19 11:56,43.01,7.64E+12
Rogerston,27-01-19 19:45,13.4,9.76E+12
East Kaylahaven,11-02-19 21:07,4.75,9.78E+12
Raymondhaven,28-02-19 5:23,21.78,1.85E+12
Loganberg,20-02-19 9:42,41.16,4.36E+12
South Jack,17-02-19 9:55,18.08,3.67E+12
West Ericstad,05-05-19 0:44,7.76,8.38E+12
Port Frank,21-02-19 18:44,19.81,2.19E+12
Simpsonburgh,23-01-19 20:35,39.95,1.11E+12
Simpsonburgh,08-01-19 5:59,13.01,9.41E+12
South Evanton,08-02-19 18:08,38.21,56240519093
Loganberg,30-03-19 21:22,40.8,3.17E+12
New Paulville,08-03-19 15:08,18.35,3.74E+12
East Kaylahaven,30-04-19 8:22,37.41,1.76E+12
West Gabriel,31-01-19 2:31,6.8,1.04E+12
South Phillip,15-03-19 8:24,22.28,6.02E+12
Richardfort,21-01-19 23:20,10.91,3.57E+12
Williamsview,22-03-19 22:31,15.85,8.55E+12
West Patrickchester,16-02-19 2:15,12.15,9.18E+12
North Jason,07-05-19 20:05,24.2,3.92E+12
Karenberg,13-04-19 5:14,23.73,4.06E+11
East Kaylahaven,24-03-19 13:53,32.21,6.71E+12
Lake Jonathanshire,09-04-19 21:41,15.96,5.77E+11
Williamsstad,12-03-19 11:08,13.79,5.77E+12
Deanville,28-01-19 3:13,31.65,6.50E+11
South Latoya,25-02-19 23:06,25.87,4.91E+12
South Karenland,26-02-19 13:01,38.05,4.45E+11
Justinberg,27-01-19 7:35,28.41,3.49E+12
South Michelleport,21-04-19 15:29,36.47,3.39E+12
Lake Jonathanshire,16-01-19 9:27,26.27,3.27E+12
Jerryton,25-03-19 12:14,9.64,9.48E+12
Grahamburgh,23-02-19 14:58,41.98,3.69E+12
South Karenland,26-02-19 20:40,35.61,8.41E+12
Johnton,29-04-19 7:50,17.89,1.27E+12
Justinberg,24-01-19 19:32,38.79,1.69E+12
Grahamburgh,02-02-19 3:52,22.53,6.58E+12
North Markport,17-01-19 11:37,8.68,9.30E+11
Port Samanthamouth,01-01-19 21:04,11.71,1.85E+12
West Angela,11-04-19 6:59,29.06,7.14E+11
Port David,03-03-19 11:38,13.41,6.41E+12
Christopherfurt,23-02-19 8:31,15.61,8.30E+12
Lake Scottton,27-02-19 7:09,9.43,8.17E+12
Valentineton,03-01-19 5:56,37.4,4.18E+12
Jerryton,19-02-19 13:59,21.27,2.52E+12
Reynoldsfurt,21-03-19 17:25,11.97,9.41E+12
Hurleymouth,24-02-19 15:39,8.33,2.05E+12
South Latoya,13-03-19 1:15,16.01,2.76E+12
North Jasmine,21-03-19 18:31,39.02,7.93E+12
Richardfort,16-03-19 23:00,21.39,2.37E+11
Roberthaven,03-05-19 5:43,42.15,2.59E+12
South Michelleport,05-01-19 5:57,39.9,6.11E+12
Port Johnbury,15-01-19 18:45,40.32,2.12E+12
Loganberg,31-01-19 15:03,20.36,1.82E+12
Robertport,30-04-19 23:36,14.81,1.47E+12
South Michelleport,27-02-19 2:00,10.4,6.48E+12
New Jacobville,03-03-19 5:28,41.39,3.09E+12
Martinezhaven,12-04-19 6:49,11.55,9.31E+12
West Gabriel,08-04-19 21:34,13.31,8.63E+12
South Jack,10-04-19 1:23,29.97,6.13E+12
New Paulville,05-01-19 8:35,21.57,3.71E+12
Royland,11-01-19 9:50,18.42,5.58E+12
Roberthaven,15-01-19 21:25,30.42,5.91E+12
Justinberg,12-03-19 16:33,24.41,3.09E+12
West Angela,21-02-19 8:28,40.55,1.83E+12
North Madeline,30-01-19 18:20,16.5,8.65E+12
Port Angela,03-02-19 6:01,6.42,9.47E+12
North Jason,30-03-19 6:31,12.04,6.62E+12
West Patrickchester,18-04-19 11:41,29.12,8.01E+12
North Jason,27-03-19 19:19,30.66,3.37E+12
West Anthony,03-02-19 18:24,19.66,2.91E+12
Liumouth,29-04-19 19:55,32.1,2.70E+12
Martinezhaven,13-04-19 19:46,40.2,8.86E+12
West Josephberg,12-01-19 12:45,5.77,5.09E+12
Simpsonburgh,05-01-19 16:36,39.44,2.52E+11
New Paulville,05-01-19 17:16,44.68,3.08E+12
Christopherfurt,04-02-19 12:11,41.12,8.08E+11
Johnton,15-03-19 21:16,30.27,1.60E+12
South Jack,06-02-19 12:17,7.71,6.33E+12
Joneschester,28-03-19 7:41,7.56,4.61E+12
Lake Danielberg,23-02-19 13:51,9.25,8.30E+12
Port Frank,18-01-19 11:45,19.98,4.49E+12
Lake Jonathanshire,21-01-19 12:12,37.25,2.97E+12
Rogerston,07-03-19 12:09,27.26,9.45E+12
South Karenland,02-01-19 21:27,19.57,7.27E+12
West Gabriel,15-01-19 18:25,11.71,3.84E+12
West Gabriel,12-01-19 16:34,31.98,2.99E+12
Robertport,17-03-19 22:50,14.61,8.50E+12
West Christopherberg,03-04-19 12:01,33.03,1.48E+12
Lake Scottton,02-04-19 21:10,43.2,3.93E+12
West Christopherberg,07-02-19 1:24,10.91,3.73E+12
West Anthony,18-04-19 8:11,11.2,3.22E+12
Robertport,16-04-19 9:48,36.11,5.89E+12
Erikaland,27-03-19 8:27,26.25,4.81E+12
Williamsview,17-01-19 4:00,32.29,7.45E+12
West Robert,30-01-19 11:32,43.02,7.20E+12
Hurleymouth,06-02-19 0:10,32.93,4.14E+12
New Paulton,21-02-19 2:37,27.56,3.95E+12
Deanville,07-01-19 19:34,21.5,9.42E+12
Karenside,12-01-19 1:28,37.73,1.87E+12
New Paulton,12-03-19 13:53,38.26,79314274773
Port Samanthamouth,09-04-19 20:55,24.99,6.74E+12
South Phillip,03-05-19 11:43,8.3,8.58E+12
Lake Danielberg,06-02-19 4:11,29.96,2.33E+12
Martinezhaven,06-02-19 10:58,40.29,4.67E+12
Pattyland,12-04-19 11:58,28.65,6.92E+12
Port Johnbury,05-02-19 16:04,7.44,3.01E+12
Richardfort,22-03-19 4:41,16.35,5.93E+12
Valentineton,17-02-19 19:23,37.19,5.02E+12
Rodneyfort,19-04-19 9:46,35.79,9.92E+12
West Christopherberg,19-04-19 4:53,22.86,9.75E+12
Valentineton,08-03-19 7:57,43.59,5.86E+12
New Jacobville,21-02-19 8:59,40.05,3.02E+12
Joneschester,05-05-19 2:00,21.74,2.73E+12
Johnton,14-01-19 10:53,19.68,8.53E+12
West Heidi,29-01-19 8:17,38.68,4.82E+12
West Christopherberg,11-04-19 14:46,4.88,7.74E+12
West Angela,17-03-19 9:42,23.45,7.77E+12
South Evanton,09-01-19 15:10,40.73,6.53E+12
West Gabriel,23-01-19 5:22,40.17,9.16E+12
Carriemouth,05-04-19 2:03,38.17,8.16E+12
West Ericstad,18-03-19 15:28,23.62,6.21E+12
North Jasmine,22-04-19 15:53,6.49,1.62E+12
Martinezhaven,30-04-19 0:42,36.07,1.52E+12
West Gabriel,17-02-19 7:39,17.03,4.39E+12
Liumouth,06-03-19 4:42,37.4,6.02E+11
Roberthaven,02-05-19 21:36,21.8,3.46E+12
West Angela,21-02-19 12:29,27.68,7.92E+11
West Robert,01-02-19 11:37,30.94,2.18E+11
Carriemouth,27-04-19 20:41,8.28,4.52E+11
North Jason,08-01-19 23:32,10.74,1.78E+12
West Angela,13-04-19 21:50,28.75,3.70E+12
Reynoldsfurt,03-02-19 10:14,6.34,5.56E+12
